date,cellvalue,n_cells,pct_cells
2003-01-15,3,3718,0.7812565665055684
2003-01-15,5,189,0.039714225677663376
2003-01-15,7,412,0.08657280941374239
2003-01-15,11,4,8.405127127547804e-4
2003-01-15,13,239,0.05022063458709813
2003-01-15,15,63,0.013238075225887791
2003-01-15,17,2,4.202563563773902e-4
2003-01-15,NA,132,0.027736919520907753
2003-02-15,3,3454,0.7257827274637529
2003-02-15,7,817,0.1716747215801639
2003-02-15,11,4,8.405127127547804e-4
2003-02-15,13,245,0.0514814036562303
2003-02-15,15,186,0.03908384114309729
2003-02-15,NA,53,0.01113679344400084
2003-03-15,3,3016,0.6337465854171044
2003-03-15,5,47,0.00987602437486867
2003-03-15,7,538,0.11304895986551797
2003-03-15,11,3,6.303845345660853e-4
2003-03-15,13,609,0.1279680605169153
2003-03-15,15,363,0.07627652868249632
2003-03-15,17,10,0.002101281781886951
2003-03-15,NA,173,0.036352174826644254
2003-04-15,3,1862,0.3912586677873503
2003-04-15,5,382,0.08026896406808152
2003-04-15,7,528,0.11094767808363101
2003-04-15,11,1,2.101281781886951e-4
2003-04-15,13,863,0.18134061777684388
2003-04-15,15,361,0.07585627232611893
2003-04-15,17,62,0.013027947047699096
2003-04-15,18,1,2.101281781886951e-4
2003-04-15,NA,699,0.14687959655389787
2003-05-15,3,1704,0.35805841563353646
2003-05-15,5,679,0.14267703299012396
2003-05-15,13,2098,0.44084891783988234
2003-05-15,15,5,0.0010506408909434755
2003-05-15,17,5,0.0010506408909434755
2003-05-15,18,1,2.101281781886951e-4
2003-05-15,NA,267,0.05610422357638159
2003-06-15,3,565,0.11872242067661273
2003-06-15,5,2912,0.6118932548854802
2003-06-15,13,1258,0.26434124816137844
2003-06-15,NA,24,0.005043076276528682
2003-07-15,3,4,8.405127127547804e-4
2003-07-15,5,4190,0.8804370666106325
2003-07-15,13,525,0.11031729354906493
2003-07-15,15,2,4.202563563773902e-4
2003-07-15,NA,38,0.007984870771170414
2003-08-15,5,4458,0.9367514183652028
2003-08-15,13,269,0.056524479932758984
2003-08-15,NA,32,0.006724101702038243
2003-09-15,3,3,6.303845345660853e-4
2003-09-15,5,4516,0.9489388527001471
2003-09-15,13,88,0.01849127968060517
2003-09-15,15,10,0.002101281781886951
2003-09-15,NA,142,0.029838201302794704
2003-10-15,3,634,0.1332212649716327
2003-10-15,5,3745,0.7869300273166632
2003-10-15,13,122,0.025635637739020802
2003-10-15,15,66,0.013868459760453877
2003-10-15,NA,192,0.04034461021222946
2003-11-15,3,2373,0.4986341668417735
2003-11-15,5,2363,0.4965328850598865
2003-11-15,11,1,2.101281781886951e-4
2003-11-15,13,21,0.004412691741962597
2003-11-15,NA,1,2.101281781886951e-4
2003-12-15,3,4029,0.8466064299222525
2003-12-15,5,314,0.06598024795125026
2003-12-15,7,1,2.101281781886951e-4
2003-12-15,11,46,0.009665896196679975
2003-12-15,13,58,0.012187434334944316
2003-12-15,15,72,0.015129228829586047
2003-12-15,NA,239,0.05022063458709813
2004-01-15,3,4347,0.9134271905862577
2004-01-15,5,177,0.037192687539399034
2004-01-15,7,5,0.0010506408909434755
2004-01-15,11,30,0.006303845345660853
2004-01-15,13,23,0.004832948098339987
2004-01-15,15,144,0.030258457659172094
2004-01-15,17,1,2.101281781886951e-4
2004-01-15,NA,32,0.006724101702038243
2004-02-15,3,3356,0.7051901660012607
2004-02-15,5,177,0.037192687539399034
2004-02-15,7,16,0.0033620508510191216
2004-02-15,11,10,0.002101281781886951
2004-02-15,13,172,0.03614204664845556
2004-02-15,15,424,0.08909434755200672
2004-02-15,NA,604,0.12691741962597183
2004-03-15,3,2571,0.5402395461231351
2004-03-15,5,213,0.04475730195419206
2004-03-15,7,741,0.15570498003782307
2004-03-15,11,2,4.202563563773902e-4
2004-03-15,13,798,0.1676822861945787
2004-03-15,15,275,0.05778524900189115
2004-03-15,17,3,6.303845345660853e-4
2004-03-15,NA,156,0.032779995797436436
2004-04-15,3,3017,0.6339567135952932
2004-04-15,5,326,0.0685017860895146
2004-04-15,7,22,0.004622819920151292
2004-04-15,11,1,2.101281781886951e-4
2004-04-15,13,745,0.15654549275057786
2004-04-15,15,131,0.02752679134271906
2004-04-15,17,25,0.0052532044547173775
2004-04-15,27,1,2.101281781886951e-4
2004-04-15,NA,491,0.10317293549064929
2004-05-15,3,383,0.08047909224627023
2004-05-15,5,1327,0.2788400924563984
2004-05-15,13,2967,0.6234503046858584
2004-05-15,15,7,0.0014708972473208657
2004-05-15,18,3,6.303845345660853e-4
2004-05-15,NA,72,0.015129228829586047
2004-06-15,5,3541,0.7440638789661693
2004-06-15,13,1088,0.22861945786930027
2004-06-15,15,14,0.0029417944946417314
2004-06-15,NA,116,0.02437486866988863
2004-07-15,5,3094,0.6501365833158227
2004-07-15,13,1635,0.3435595713385165
2004-07-15,15,1,2.101281781886951e-4
2004-07-15,NA,29,0.006093717167472158
2004-08-15,5,4143,0.8705610422357638
2004-08-15,13,524,0.11010716537087624
2004-08-15,15,1,2.101281781886951e-4
2004-08-15,NA,91,0.019121664215171256
2004-09-15,5,4499,0.9453666736709393
2004-09-15,13,226,0.047488968270645096
2004-09-15,15,1,2.101281781886951e-4
2004-09-15,NA,33,0.006934229880226938
2004-10-15,3,149,0.03130909855011557
2004-10-15,5,3809,0.8003782307207397
2004-10-15,13,286,0.0600966589619668
2004-10-15,15,84,0.01765076696785039
2004-10-15,NA,431,0.0905652447993276
2004-11-15,3,2860,0.600966589619668
2004-11-15,5,759,0.15948728724521957
