date,cellvalue,n_cells,pct_cells
2003-01-15,3,16027,0.9152010050251256
2003-01-15,5,42,0.0023983554134307905
2003-01-15,7,254,0.014504339881224303
2003-01-15,11,20,0.0011420740063956144
2003-01-15,13,275,0.015703517587939697
2003-01-15,15,160,0.009136592051164915
2003-01-15,17,3,1.7131110095934218e-4
2003-01-15,NA,731,0.04174280493375971
2003-02-15,3,15260,0.8714024668798538
2003-02-15,7,759,0.04334170854271357
2003-02-15,11,48,0.002740977615349475
2003-02-15,13,106,0.006052992233896756
2003-02-15,15,618,0.035290086797624486
2003-02-15,17,11,6.28140703517588e-4
2003-02-15,NA,710,0.04054362722704431
2003-03-15,3,11063,0.6317382366377341
2003-03-15,7,3095,0.17673595248972132
2003-03-15,13,871,0.04973732297852901
2003-03-15,15,1519,0.08674052078574691
2003-03-15,16,3,1.7131110095934218e-4
2003-03-15,17,22,0.001256281407035176
2003-03-15,18,2,1.1420740063956144e-4
2003-03-15,27,3,1.7131110095934218e-4
2003-03-15,NA,934,0.05333485609867519
2003-04-15,3,9996,0.5708085883965281
2003-04-15,5,297,0.016959798994974875
2003-04-15,7,863,0.04928049337597076
2003-04-15,11,3,1.7131110095934218e-4
2003-04-15,13,3242,0.1851301964367291
2003-04-15,15,193,0.01102101416171768
2003-04-15,17,174,0.009936043855641846
2003-04-15,27,1,5.710370031978072e-5
2003-04-15,NA,2743,0.15663544997715853
2003-05-15,3,2468,0.14093193238921883
2003-05-15,5,99,0.005653266331658292
2003-05-15,13,10476,0.5982183645500229
2003-05-15,15,126,0.007195066240292371
2003-05-15,17,45,0.0025696665143901324
2003-05-15,18,22,0.001256281407035176
2003-05-15,27,13,7.423481041571494e-4
2003-05-15,NA,4263,0.2434330744632252
2003-06-15,3,437,0.024954317039744177
2003-06-15,5,8129,0.4641959798994975
2003-06-15,13,8418,0.4806989492919141
2003-06-15,15,10,5.710370031978072e-4
2003-06-15,18,6,3.4262220191868436e-4
2003-06-15,NA,512,0.02923709456372773
2003-07-15,3,271,0.015475102786660576
2003-07-15,5,10742,0.6134079488350845
2003-07-15,13,5430,0.3100730927364093
2003-07-15,15,32,0.001827318410232983
2003-07-15,17,1,5.710370031978072e-5
2003-07-15,NA,1036,0.05915943353129283
2003-08-15,3,62,0.003540429419826405
2003-08-15,5,13593,0.7762105984467793
2003-08-15,13,3459,0.19752169940612152
2003-08-15,15,6,3.4262220191868436e-4
2003-08-15,NA,392,0.022384650525354044
2003-09-15,3,196,0.011192325262677022
2003-09-15,5,13269,0.7577089995431704
2003-09-15,13,3438,0.19632252169940612
2003-09-15,15,34,0.0019415258108725446
2003-09-15,NA,575,0.032834627683873914
2003-10-15,3,3414,0.19495203289173138
2003-10-15,5,12006,0.6855870260392873
2003-10-15,11,2,1.1420740063956144e-4
2003-10-15,13,1303,0.07440612151667428
2003-10-15,15,87,0.004968021927820923
2003-10-15,28,1,5.710370031978072e-5
2003-10-15,NA,699,0.03991548652352672
2003-11-15,3,13028,0.7439470077661032
2003-11-15,5,3761,0.21476701690269528
2003-11-15,11,3,1.7131110095934218e-4
2003-11-15,13,355,0.020271813613522156
2003-11-15,15,58,0.003312014618547282
2003-11-15,17,2,1.1420740063956144e-4
2003-11-15,NA,305,0.01741662859753312
2003-12-15,3,15540,0.8873915029693924
2003-12-15,5,65,0.003711740520785747
2003-12-15,7,372,0.021242576518958427
2003-12-15,11,49,0.0027980813156692555
2003-12-15,13,106,0.006052992233896756
2003-12-15,15,879,0.050194152581087254
2003-12-15,16,4,2.2841480127912289e-4
2003-12-15,17,11,6.28140703517588e-4
2003-12-15,NA,486,0.027752398355413432
2004-01-15,3,14972,0.854956601187757
2004-01-15,7,50,0.002855185015989036
2004-01-15,13,24,0.0013704888076747374
2004-01-15,15,2401,0.1371059844677935
2004-01-15,16,20,0.0011420740063956144
2004-01-15,18,1,5.710370031978072e-5
2004-01-15,NA,44,0.002512562814070352
2004-02-15,3,15138,0.8644358154408406
2004-02-15,7,32,0.001827318410232983
2004-02-15,11,2,1.1420740063956144e-4
2004-02-15,13,1005,0.05738921882137962
2004-02-15,15,888,0.05070808588396528
2004-02-15,16,12,6.852444038373687e-4
2004-02-15,17,10,5.710370031978072e-4
2004-02-15,18,3,1.7131110095934218e-4
2004-02-15,27,8,4.5682960255824577e-4
2004-02-15,NA,414,0.02364093193238922
2004-03-15,3,14554,0.8310872544540886
2004-03-15,7,210,0.011991777067153951
2004-03-15,13,1208,0.06898126998629511
2004-03-15,15,716,0.040886249428963
2004-03-15,16,25,0.001427592507994518
2004-03-15,17,18,0.001027866605756053
2004-03-15,28,1,5.710370031978072e-5
2004-03-15,NA,780,0.044540886249428965
2004-04-15,3,11607,0.6628026496116949
2004-04-15,5,36,0.002055733211512106
2004-04-15,7,205,0.011706258565555048
2004-04-15,13,2731,0.15595020557332115
2004-04-15,15,842,0.048081315669255366
2004-04-15,16,218,0.012448606669712198
2004-04-15,17,69,0.0039401553220648694
2004-04-15,18,5,2.855185015989036e-4
2004-04-15,27,7,3.9972590223846506e-4
2004-04-15,NA,1792,0.10232983097304706
2004-05-15,3,4168,0.23800822293284604
2004-05-15,5,820,0.04682503426222019
2004-05-15,7,5,2.855185015989036e-4
2004-05-15,13,10679,0.6098104157149383
2004-05-15,15,29,0.001656007309273641
2004-05-15,17,7,3.9972590223846506e-4
2004-05-15,18,18,0.001027866605756053
2004-05-15,27,5,2.855185015989036e-4
2004-05-15,NA,1781,0.10170169026952947
2004-06-15,3,1110,0.0633851073549566
2004-06-15,5,10254,0.5855413430790315
