date,cellvalue,n_cells,pct_cells
2003-01-15,3,53,0.44166666666666665
2003-01-15,7,67,0.5583333333333333
2003-01-15,NA,0,0
2003-02-15,3,18,0.15
2003-02-15,7,91,0.7583333333333333
2003-02-15,NA,11,0.09166666666666666
2003-03-15,3,32,0.26666666666666666
2003-03-15,7,75,0.625
2003-03-15,14,1,0.008333333333333333
2003-03-15,17,2,0.016666666666666666
2003-03-15,NA,10,0.08333333333333333
2003-04-15,3,2,0.016666666666666666
2003-04-15,7,58,0.48333333333333334
2003-04-15,17,1,0.008333333333333333
2003-04-15,NA,59,0.49166666666666664
2003-05-15,7,7,0.058333333333333334
2003-05-15,14,67,0.5583333333333333
2003-05-15,15,3,0.025
2003-05-15,21,30,0.25
2003-05-15,23,1,0.008333333333333333
2003-05-15,27,1,0.008333333333333333
2003-05-15,NA,11,0.09166666666666666
2003-06-15,7,7,0.058333333333333334
2003-06-15,13,35,0.2916666666666667
2003-06-15,15,46,0.38333333333333336
2003-06-15,17,25,0.20833333333333334
2003-06-15,NA,7,0.058333333333333334
2003-07-15,3,119,0.9916666666666667
2003-07-15,NA,1,0.008333333333333333
2003-08-15,3,106,0.8833333333333333
2003-08-15,13,14,0.11666666666666667
2003-08-15,NA,0,0
2003-09-15,3,87,0.725
2003-09-15,13,33,0.275
2003-09-15,NA,0,0
2003-10-15,3,54,0.45
2003-10-15,13,55,0.4583333333333333
2003-10-15,17,1,0.008333333333333333
2003-10-15,NA,10,0.08333333333333333
2003-11-15,7,120,1
2003-11-15,NA,0,0
2003-12-15,7,70,0.5833333333333334
2003-12-15,15,2,0.016666666666666666
2003-12-15,NA,48,0.4
2004-01-15,7,117,0.975
2004-01-15,NA,3,0.025
2004-02-15,3,15,0.125
2004-02-15,7,96,0.8
2004-02-15,17,1,0.008333333333333333
2004-02-15,NA,8,0.06666666666666667
2004-03-15,3,44,0.36666666666666664
2004-03-15,7,57,0.475
2004-03-15,15,4,0.03333333333333333
2004-03-15,16,15,0.125
2004-03-15,NA,0,0
2004-04-15,3,2,0.016666666666666666
2004-04-15,7,83,0.6916666666666667
2004-04-15,14,35,0.2916666666666667
2004-04-15,NA,0,0
2004-05-15,3,22,0.18333333333333332
2004-05-15,7,48,0.4
2004-05-15,15,19,0.15833333333333333
2004-05-15,NA,31,0.25833333333333336
2004-06-15,3,87,0.725
2004-06-15,13,24,0.2
2004-06-15,NA,9,0.075
2004-07-15,3,22,0.18333333333333332
2004-07-15,13,47,0.39166666666666666
2004-07-15,15,3,0.025
2004-07-15,NA,48,0.4
2004-08-15,3,7,0.058333333333333334
2004-08-15,13,93,0.775
2004-08-15,17,1,0.008333333333333333
2004-08-15,NA,19,0.15833333333333333
2004-09-15,3,96,0.8
2004-09-15,5,18,0.15
2004-09-15,13,6,0.05
2004-09-15,NA,0,0
2004-10-15,3,92,0.7666666666666667
2004-10-15,13,2,0.016666666666666666
2004-10-15,15,10,0.08333333333333333
2004-10-15,NA,16,0.13333333333333333
2004-11-15,3,78,0.65
2004-11-15,7,39,0.325
2004-11-15,15,1,0.008333333333333333
2004-11-15,NA,2,0.016666666666666666
2004-12-15,3,8,0.06666666666666667
2004-12-15,7,112,0.9333333333333333
2004-12-15,NA,0,0
2005-01-15,3,66,0.55
2005-01-15,7,54,0.45
2005-01-15,NA,0,0
2005-02-15,3,29,0.24166666666666667
2005-02-15,7,84,0.7
2005-02-15,NA,7,0.058333333333333334
2005-03-15,3,53,0.44166666666666665
2005-03-15,7,65,0.5416666666666666
2005-03-15,NA,2,0.016666666666666666
2005-04-15,3,7,0.058333333333333334
2005-04-15,7,113,0.9416666666666667
2005-04-15,NA,0,0
2005-05-15,3,59,0.49166666666666664
2005-05-15,7,40,0.3333333333333333
2005-05-15,13,2,0.016666666666666666
2005-05-15,17,3,0.025
2005-05-15,NA,16,0.13333333333333333
2005-06-15,3,117,0.975
2005-06-15,13,3,0.025
2005-06-15,NA,0,0
2005-07-15,3,95,0.7916666666666666
2005-07-15,13,25,0.20833333333333334
2005-07-15,NA,0,0
2005-08-15,3,16,0.13333333333333333
2005-08-15,13,102,0.85
2005-08-15,NA,2,0.016666666666666666
2005-09-15,3,69,0.575
2005-09-15,13,51,0.425
2005-09-15,NA,0,0
2005-10-15,3,99,0.825
2005-10-15,7,2,0.016666666666666666
2005-10-15,15,1,0.008333333333333333
2005-10-15,NA,18,0.15
2005-11-15,7,87,0.725
2005-11-15,15,30,0.25
2005-11-15,NA,3,0.025
2005-12-15,3,6,0.05
2005-12-15,7,102,0.85
2005-12-15,15,9,0.075
2005-12-15,NA,3,0.025
2006-01-15,3,11,0.09166666666666666
2006-01-15,7,94,0.7833333333333333
2006-01-15,15,6,0.05
2006-01-15,NA,9,0.075
2006-02-15,3,28,0.23333333333333334
2006-02-15,7,92,0.7666666666666667
2006-02-15,NA,0,0
2006-03-15,3,31,0.25833333333333336
2006-03-15,7,61,0.5083333333333333
2006-03-15,NA,28,0.23333333333333334
2006-04-15,3,17,0.14166666666666666
2006-04-15,7,99,0.825
2006-04-15,17,2,0.016666666666666666
2006-04-15,NA,2,0.016666666666666666
2006-05-15,3,6,0.05
2006-05-15,7,81,0.675
2006-05-15,17,5,0.041666666666666664
2006-05-15,NA,28,0.23333333333333334
2006-06-15,3,78,0.65
2006-06-15,7,24,0.2
